record_nickname,age,gender,education,education_region,month_salary,region,race,maritial_status,applicants_number,has_appeal,is_family_apply,has_children,education_type,industry_sector,occupation,visa_type,sg_working_months,tax_times,application_times,application_start_date,application_end_date,additional_detail,result,c_time,m_time,uuid,source
twx,27,1,3,0,6197,1,0,0,1,FALSE,FALSE,FALSE,,,,,,2,1,2016-12-15,,good luck,0,1496203260000,1496203260000,122e6a5c-ac0d-4dcf-b550-fc1fba1f6d70,1
hiliu,28,0,3,0,4000,1,,0,1,FALSE,FALSE,FALSE,,10,软件工程师,0,30,,1,2017-02-11,2017-05-26,NUS研究生文凭，NTU硕士在读，大陆本科与双学位。13年7月来新，工作两年半后申请，软件工程师，薪水4k，有老板推荐信。单身，男，EP，第一次申请。后续：三个半月被拒了。补充信息，今年28岁，非独生子女，有个大我8岁的哥哥在老家陪父母,2,1495830120000,1495830120000,4782bd07-9c9b-46c0-ba0a-3124b6e4de2f,1
songyu512,,0,,,4600,,,,3,FALSE,TRUE,TRUE,,,,,,,3,2016-04-06,2017-05-25,男 薪水4600 带老婆2300 孩子 2岁 不知结果如何 第三次申请,2,1495748400000,1495748400000,2b7a6050-3db4-4bc9-b55a-c02ae3fb8cda,1
calculus,,,4,0,4000,1,,,1,FALSE,FALSE,FALSE,,,Unknown,0,7,,1,2017-05-08,,"中国本科，NUS phd (2012-2017). EP since 2016 Sep, salary 4k＋. 工作7个月申。pending",0,1495401180000,1495401180000,86f70511-138f-41b5-9974-1dd96d38d982,1
sol,,0,,,,1,,1,3,FALSE,TRUE,TRUE,,,,0,36,,3,2017-01-17,2017-04-27,"EP来新加坡三年，带一个男孩, 老婆新入行幼师（现退出）,第三次申请通过。",1,1495397640000,1495397640000,c4518a92-bdb4-42b8-a6ee-eb7ade274f79,1
L,33,,3,0,,,,,1,FALSE,FALSE,FALSE,,,,,144,,3,2016-10-06,2017-04-25,11来新 NTU Msc 第三次申请,1,1494970440000,1494970440000,44d1b53d-a4eb-4bd4-be91-79e63f41fa8f,1
yuhan,,,,,,,,,3,FALSE,TRUE,FALSE,,,,,,,,2017-03-09,,一家三口申请，求好运好运,0,1494993840000,1494993840000,ba583976-0bb3-4db3-b9cc-1fdd04131bbe,1
Elvin,,,2,0,4000,1,,,1,TRUE,FALSE,FALSE,,,上市规模公司工作,,48,,4,2016-09-02,2017-04-03,来新8年多，工作四年多，SIM本科毕业，上市规模公司工作，平均月薪4K+，第三次申请于2016年09月02日递表2017年01月多reject，之后appeal，02月01日改成pending，04月03日再次reject。前后算上appeal共申请4次，现在决定打包回国发展。,2,1494810780000,1494810780000,0864ecf7-7579-4372-bcdc-8ea8ed710dec,1
dwy,,1,,,3000,0,,1,1,FALSE,TRUE,FALSE,,,,6,48,,2,2016-12-27,,公民女担保配偶，工作4年，3k+，第二次申请，结婚2年,0,1494541140000,1494541140000,7bc5e09f-1e6f-4be1-9cf0-7838c2d07f72,1
军团指挥官,,,2,0,3800,0,,,1,FALSE,FALSE,FALSE,,13,工程师,0,6,,,2016-11-29,,本地NTU本科，工程师，工作半年申请，3800,0,1494191520000,1494191520000,3b8eed19-40a2-46af-918c-b69f83acbeef,1
stephen,,0,3,0,,1,,1,2,FALSE,FALSE,FALSE,,,,0,150,,,2017-03-25,,"夫妻 男 2011来新 ep, ntu master 女 2014年来新 dp,nus master",0,1494226380000,1494226380000,26430368-d70e-403b-b98c-365ffdf762c9,1
xming,43,0,3,8,8500,1,,1,4,FALSE,TRUE,TRUE,,,,0,54,,2,2016-09-01,2017-04-27,全家第二次申请，男主43岁，从SP转EP，8.5K，第三国master，申请时来新4年半；女48岁，DP，2.2K，国内中专；男孩13，政府小六 。期间补充女方工资，孩子考试奖状和中学就读证明,1,1494209940000,1494209940000,3b0398f2-cab6-49ba-a370-cfc6b662bb66,1
Wws,,,,,,,,,1,FALSE,TRUE,FALSE,,,,1,,,,2016-05-31,,Spass 老婆带老公一起申请。 到底还要等多久。已經快一年了。保佑我。,0,1494009720000,1494009720000,706d19ca-83c6-4b61-8960-a7262edacec7,1
double,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2017-03-20,,求好运~求好运~求好运~,0,1493932560000,1493932560000,23d050b0-89ab-42f7-a9fe-ab73a8ebaff4,1
zz1234567890,34,,2,0,4000,1,,,1,FALSE,FALSE,FALSE,,,,,6,,1,2017-01-04,,"09年来坡,poly ➕大学,工作半年申请，底薪四千。",0,1493858280000,1493858280000,6bec2762-9fa6-4587-a07f-61fb8d38173e,1
Li Li,11,,2,1,4000,1,,,1,FALSE,FALSE,FALSE,,13,化工行业,1,137,,2,2017-03-05,,第二次申请，2012年5月来新，国内一本，化工行业，SP， 薪水4K。 2015年8月申请一次，3个月秒拒。,0,1493511840000,1493511840000,d25e7d99-e1a6-4d3b-9393-34ce0b73928e,1
Mr.J,15,,1,1,6000,1,,,1,FALSE,FALSE,FALSE,,12,物流经理,0,,,4,2017-03-27,,08年1 月来新，国内专科 薪水6k 第四次申请 物流经理EP,0,1493198640000,1493198640000,152b9dbd-304a-4f5d-bc6e-6c67a24a669a,1
xiaocuizr,,,4,1,7000,1,,,1,TRUE,FALSE,FALSE,,,,,,,1,2015-10-15,2016-02-18,中国PHD，薪水7k，申请1次悲剧，申述1次悲剧,2,1493001780000,1493001780000,eb8f8f5e-97f1-4052-8bc8-3e1def89efcd,1
longshen,,,2,,3000,,,,1,FALSE,FALSE,FALSE,,,,,66,,,2016-12-21,2017-04-11,本科，新加坡工作五年半，薪水不到三千.,1,1492650600000,1492650600000,7d4c29d1-02e1-4c27-b90b-1baa1f88c629,1
oooishiramen,34,,1,0,,1,0,,1,FALSE,FALSE,FALSE,1,,,1,207,,,2016-12-02,2017-04-17,06年来新，政府中学+poly，毕业拿sp，历时135天准准4个半月approved,1,1492373280000,1492373280000,7ae48722-000f-4a22-8a8d-8662560b89c0,1
rytha0102,,0,,,,5,,1,2,FALSE,TRUE,FALSE,,,,,,,,2016-12-12,2017-04-15,本地 公民男 担保马华人女配偶 16年7月ROM 12月申请PR 4月15号网上查询结果 发现已批,1,1492326000000,1492326000000,80059223-8844-412e-8837-83641f0787aa,1
嘉嘉天下,,0,4,1,8000,1,,1,3,FALSE,TRUE,TRUE,,,,,18,,,2016-07-20,2016-11-01,家庭申请，男带女加一个小孩。国内博士，来新一年半，basic salary 8000。女为NTU在读博士。小孩一岁半，在新读幼儿园...估计会杯具 最后杯具了,2,1491851340000,1491851340000,112d46b7-ff92-4cdc-b605-fe839aeb35e7,1
John,,,2,1,6666,1,,1,2,FALSE,TRUE,FALSE,,,,0,72,,4,2016-11-23,2017-04-03,"夫妻EP DP,EP国内本科，DP新加坡硕士。来新6年，无孩，年薪80K。 第四次申请，4个月批。",1,1491676140000,1491676140000,979cee10-a109-4e3e-abaf-155aaedf2416,1
DDT,29,1,2,0,2500,1,,0,1,FALSE,FALSE,FALSE,,21,软件工程师,1,60,,1,2016-01-31,,"来新5年，单身女，独生子。 工作半年的时候16年1月submit, 本地Poly毕业，本地私立degree, 申请的时候薪水2.5k，SP. 16年下半年加薪到2.9k补交了新的薪水单。12月收到了补交父母材料的信。17年初加薪到3.5K，换EP，补交了新的薪水单和EP。3月问过ICA status, 说是being processed.... Pending了一年多了，等到变形，等到崩溃 T T....",0,1491506340000,1491506340000,33e0ddf1-0abc-4f23-b9c7-b9805d6f5a42,1
bm,,,3,1,,1,,1,2,FALSE,TRUE,FALSE,,9,,4,24,,1,2016-10-05,2017-04-07,本人国内985本科毕业，2016年8月来新，在nus读fulltime master，9月和老公登记，10月申pr，整整半年通过了。老公是sm3，nus本科毕业，来新7年，工作两年，2016年6月拿到pr，年薪6w5,1,1491506160000,1491506160000,fac5400b-07a0-434f-b5e9-85fb6328e6ea,1
CY,31,,3,0,7000,1,0,1,3,TRUE,TRUE,TRUE,,,global role,0,93,,4,2016-03-24,2017-04-03,2016年3月24日，一家三口申请，主申请人09年7月开始在新加坡工作，英国master，大陆degree，一直EP，第四次申请，目前世界五百强企业，global role，产业巨头。basic salary 6.5K+， 另外还有9%的外国人基金，加起来 7k多一个月。annual package 110K. 31岁。太太和儿子在14年六月来新加坡，儿子目前四岁不到，在child care centre。太太目前持有LOC工作，月薪2.1k， office工作。申请一个半月后，被要求补充双方父母的资料。10月初收到拒信，10月10日去ICA提交上诉。。。。 2017年3月补交了新的工资单，正常的工资增加，2017年4月6日，approved,1,1491426240000,1491426240000,d67fdffd-808e-4418-8396-c7bd892287e7,1
xxx,,,,,10000,0,,,1,TRUE,FALSE,FALSE,,4,金融业,,24,,,2016-02-19,2017-03-14,一人单独申，来新2年，金融业，月薪10k，补交父母信息一次，历时1年,1,1491020220000,1491020220000,5ba8fc09-2019-4b6a-b465-a55689502c53,1
cx,31,0,2,1,,0,,0,1,FALSE,FALSE,FALSE,,,,0,18,,1,2016-06-07,2017-03-17,"31岁单身，EP, 国外本科，来新1年半申请，历时9个月通过",1,1490896980000,1490896980000,bbce2482-dced-4b6b-9a4f-de0a642647c1,1
tst,,0,4,1,,,,1,1,FALSE,TRUE,FALSE,,,,0,2,,,2016-11-15,2017-03-22,男申请DPR，海外博士，EP来新加坡两个月后申请。女PR已1.5年。,1,1490817300000,1490817300000,9aad5b64-50d6-47d3-b821-93512fb74bd3,1
Luna,30,,3,0,5000,1,,0,1,FALSE,FALSE,FALSE,,,,0,30,,,2017-03-30,,2013年初来新，国内211本科，NUS硕士。工作2年半多，薪水5k，EP。单身申请，独生子女，父母在国内，退休。,0,1490848680000,1490848680000,4186f46c-160e-4596-911b-5999cf2f3520,1
fkxdd,90,,3,0,3700,,,,1,FALSE,FALSE,FALSE,1,,,,48,,3,2016-11-23,2017-03-29,来新6年多，NTU硕士，机械工程专业，工作四年， 薪水3700，第三次申请,0,1490726160000,1490726160000,1e549539-7944-4df3-9dda-5054dc32df5e,1
gamma,,0,4,1,,,,,1,TRUE,TRUE,FALSE,,,,0,72,,,2016-08-01,2017-03-23,"EP pass, 国内本，坡fresh PhD, 带妻子（DP) 申请，2月份时候因为合同续约了，给ICA 发过邮件。申请时男来坡6年，女4年，long term 转的DP. 感恩坡政府，感谢狮城er搭建的平台，特来更新。祝大家早日拿到身份，日子越来越好。",1,1490684340000,1490684340000,1d2699a7-31dd-49e0-8f3c-f1746d02d939,1
,,,,,,1,0,1,1,FALSE,FALSE,FALSE,,,,1,180,,,2016-11-21,2017-03-24,12年来新，2年半WP，一年半SP，老公去年刚拿到的新公民，结婚两个月就申请了，历时四个月，今天查询approved，太激动了，祝大家好运。,1,1490592300000,1490592300000,9a2fbbb4-a043-4546-a4bb-5271b7c94a1b,1
Clannad,,,3,0,4000,1,,0,1,FALSE,FALSE,FALSE,,,,0,45,,4,2016-12-24,2017-03-26,"EP, Basic S$4K+, 本科国内985, 211, NUS master, 来新4.75年, 工作3.75年, 独生子女, Single, 4th time app, 4th rejected.",2,1490588400000,1490588400000,b71508e4-5059-4616-a751-8b77ba83374f,1
xyz,,,2,0,4000,,,,1,FALSE,FALSE,FALSE,,,,0,96,,,2017-11-09,2017-03-24,ntu本科毕业来新8年，4k+工作一年。,1,1490378280000,1490378280000,da4e780f-c518-47e8-9773-73f70ac3b2a0,1
Lisa,,1,2,1,,1,,0,1,FALSE,FALSE,FALSE,,,,0,24,,,2016-11-18,2017-03-24,女，大龄单身，EP，国内本科，来新2年，提交前申请了本地公立大学的master（业余）,1,1490353260000,1490353260000,0c0559dd-354b-4986-8ecf-2082544d90da,1
xinstar,35,,1,0,2500,1,0,,1,FALSE,FALSE,FALSE,,,,1,24,,2,2017-02-27,,2005年底来新。2006年初到2014年尾一直在新读书。中学，BCAA 拿到diploma。14年底开始工作sp准证 薪水2500。第一次被拒，工作满2年了，现在又重新申请。,0,1490035320000,1490035320000,7725bcb8-df8d-4e5e-8cf1-5966f90c701f,1
QQ,29,,,,8500,1,0,0,1,FALSE,FALSE,FALSE,,,,0,84,,2,2016-10-06,,14来新 EP 8.5K 单身 第二次申请 (第一次被reject后生活就变成了无聊的等待 一直持续到现在 现在也想清楚了 人生有限 如果你把所有时间都花费在这种无意义的等待中 浪费的也只是你自己的经历),0,1489644840000,1489644840000,5a21e0e5-5e9e-4d9c-b857-a233c92499ef,1
Chien,,,,,,1,,1,2,FALSE,TRUE,FALSE,,,,1,180,,,2016-09-27,2017-03-11,"2008 年3月来新,老公2014年12月来新,2015年8月在马来西亚结婚,2016年9月27日用SP带老公一起申请,还在等消息，已经5个月的等待，希望有好结果。。。 等待是个煎熬...很开心的一次就成功申请，反复检查了几次深怕系统错误，不过几次的结果都是“Approved”。。。现在等待收到信做进一步的过程处理",1,1489514160000,1489514160000,7219a08b-78ac-43bc-bbc4-e81afb3a8029,1
chien,,1,,,,5,,1,2,FALSE,TRUE,FALSE,,,普通执行员,,5,,,2016-09-27,2017-03-11,马来西亚，女带丈夫一同申请，只是普通执行员，等了5个月希望有好消息。。。,1,1489513500000,1489513500000,05b0d49d-1dd8-4c17-a034-a50db561c67c,1
family,,1,4,0,,1,,1,2,FALSE,TRUE,FALSE,,6,research fellow,0,,,,2016-06-02,2017-02-06,"NTU PHD，女生是research fellow （EP）, 带着老公research fellow（EP） 一起申请，中间ICA给老公打过一次电话问薪水多少，但是没有要payslip，2017年2月6日approve, 3月9日拿到IC。祝大家申请顺利~~",1,1489187880000,1489187880000,6c8bb283-d43c-48a7-b617-a57d1c4fd4b7,1
Pauls,10,0,3,1,5000,1,,1,2,TRUE,TRUE,TRUE,,,,0,120,,4,2015-12-09,2016-07-20,这是第四次申请了。 夫妻10年来新，国内985，NTU硕士，男主申请人，薪水5k+，女5k，孕期被拒后带着医生开的男娃证明去appeal，还是被拒。真费劲，快绝望了。,2,1489104840000,1489104840000,a6cc38af-c93c-42d7-832f-ac995a6e37e0,1
vivi,,,,,4500,,,,1,FALSE,FALSE,FALSE,,,,0,2,,,2017-03-10,2017-04-10,Ep 上班两个多月 薪水4500 希望能够顺利通过,0,1489089300000,1489089300000,e80817c1-d784-4301-82f7-dea08e79ff22,1
nfishsg,,,4,0,,,,1,1,FALSE,TRUE,FALSE,,,,0,,,,2016-10-10,2017-03-06,感恩，通过了，在phd毕业之前~ 老公是pr，我本人现在还是phd在读快要毕业，结婚三个月后申请。祈祷~,1,1488754800000,1488754800000,e1377738-81df-4b35-a7f5-637c9bf0dba8,1
J,,,,,,,,,1,FALSE,FALSE,FALSE,,,,,,,,2016-10-05,2017-03-09,毕业工作一个半月后申请，希望不要被拒. 希望快点出结果,1,1488784920000,1488784920000,17f0f30c-dd5e-44d1-b619-fcf8143e7b90,1
dlmsss,,,2,0,3000,,,,1,FALSE,FALSE,FALSE,,,,,,,,2016-10-27,2017-03-04,NTU 本科，薪水3K+,1,1488568140000,1488568140000,9a8a8aa7-c8b1-423c-8b34-19ec77588e9f,1
Lux Yang,26,,0,5,,5,0,,1,FALSE,FALSE,FALSE,,,,,,,,2016-10-27,,26岁，马来西亚人，spm文凭都不及格。希望能成功。,0,1488355440000,1488355440000,b54db32f-4f03-41f9-9644-f616dc11f3dc,1
shery,25,1,,2,2500,5,,0,1,FALSE,FALSE,FALSE,,14,媒体工作,0,24,,,2016-07-30,2017-01-27,25岁，未婚，薪水2.5k媒体工作，马来西亚人，台湾毕业， 在新加坡工作两年,1,1488345000000,1488345000000,e1c6035a-073a-439d-a825-ba56c90a7695,1
lisazhang91,,,3,0,4000,0,,,1,FALSE,FALSE,FALSE,,,,0,120,,,2016-12-02,2017-02-24,"NTU Fulltime Master, 13年fall来新，base四千。结果意料之中。没想到这么快。",2,1488153900000,1488153900000,4ae1f8c6-12fe-4730-b9bc-ae733dca83f4,1
kellly,,,1,1,3700,1,,,1,FALSE,TRUE,TRUE,,,Unknown,7,192,,,2017-02-13,,"老公 理工学院，私立大学 ，$3700, 来新16年。老公和小孩都新加坡公民 , 来新一年 。",0,1487701620000,1487701620000,e182d12f-da3c-4877-815c-4ff85ad14869,1
charles,,0,3,0,,1,,,2,FALSE,TRUE,FALSE,2,,,,,,,2016-11-11,,couple 共同申请，两人都是国内211本，本地NTU硕，2010年来新,0,1487277420000,1487277420000,ef45c560-4dd4-40ac-92a7-b8b96b895e14,1
SD,,0,2,0,,1,,1,1,FALSE,TRUE,FALSE,,6,华文老师,,60,,,2016-07-04,2017-02-16,男 PR Sponsor妻子申请，男本地公立大学本科，工作5年。女从国内来坡，补习中心华文老师 ROM 半年后申请,1,1487228340000,1487228340000,30bc1b82-5e48-4894-aa18-eeb180cc9080,1
ww,,,1,0,,1,,,1,FALSE,FALSE,FALSE,,,,,11,,1,2016-08-24,2017-01-27,来新8-9年，中学政府中学，POLY毕业，工作11个月递申请，五月多一周得到结果,1,1487023200000,1487023200000,9058a8cd-8c6d-403f-9957-94ac574974ef,1
孤独的根号三,,,2,0,2600,,,,1,FALSE,FALSE,FALSE,,5,建筑项目工程师,0,3,,1,2016-07-19,2017-01-26,Local Poly + Local Uni，工作三个月提交申请，建筑项目工程师，basic salary 2600SGD，第一次申请6个月出头即approved，感恩！,1,1487005860000,1487005860000,8f53b952-a98a-4af2-81a6-e302abe453dc,1
佚名,11,,3,0,4000,1,,,1,FALSE,FALSE,FALSE,,15,consulting,0,132,,3,2016-09-09,2017-02-07,2012年来新，公立大学master，毕业工作于consulting行业，薪资4k左右，第三次申请，依然失败，好难,2,1486938660000,1486938660000,382fd626-2059-4202-8a20-4ee619373237,1
kevin breel,,,2,0,,1,0,,1,FALSE,FALSE,FALSE,,,,,6,,1,2016-08-01,2017-01-26,"本地JC, NUS本科毕业，来新加坡7年+ ， 工作半年申请，不到6个月收到IPA. 非常幸运！希望大家新年有好运！",1,1486603980000,1486603980000,003e31b9-3774-40c4-b792-ee13ddeb5db1,1
Hawthorn,,0,3,8,10000,1,0,1,4,FALSE,TRUE,TRUE,,,,0,48,,1,2016-04-12,2017-02-10,全家申请（第一次）；男EP，第三国硕士，来新接近四年，月薪$10K+，非独; 女DP，homemaker; 两个宝宝，均在坡县出生。老板写了一封热情洋溢的推荐信。,1,1486631280000,1486631280000,9625d341-615b-4322-b69d-5a0fa0befbd2,1
Kevin Breel,,0,2,0,,1,0,,1,FALSE,FALSE,FALSE,1,,,0,6,,1,2016-08-01,2017-01-29,"中国人，本地JC, NUS本科毕业，工作半年申请，大年初二网上批准",1,1486344960000,1486344960000,3f654d22-1600-4c25-b693-0bcb96330d44,1
昌鸿一家,,0,2,1,4000,1,,,2,FALSE,TRUE,FALSE,,21,公司老板,0,120,,2,2016-12-08,,"夫妻，男主申请人，在新10+，国内重点大学毕业，EP,Basic 4K+公司老板推荐信；女，在新近5年，DP,做Account,薪水S$2K+,第二次申请。PRAY求通过，好运！！！！！",0,1486075380000,1486075380000,261863a1-900e-483d-b7d1-6f61080ffb1d,1
Byland,0,0,3,0,6400,0,,1,3,FALSE,TRUE,TRUE,,,,0,72,,,2016-11-05,,"全家申请，男主申请人，NTU Master, 在新6+，薪水6.4K， 女NTU Master，在新6+，薪水4k，宝宝不到一岁，希望菩萨保佑",0,1486018260000,1486018260000,09892486-1034-4cdb-876f-9194ebd69ee1,1
fuhuier,32,1,3,0,3500,1,,1,1,FALSE,FALSE,FALSE,,,,0,36,,2,15-06-2016,2017-01-06,6月ROM， 老公 PR sponsor。11年底来坡，985本科，NTU Msc，工作3年，EP，薪水$3.5k。9月份补过一次父母和兄弟姐妹材料。,1,1485901440000,1485901440000,77c4f71e-224c-493c-9480-be8b6290abad,1
Tony,,,,,,0,,1,3,FALSE,TRUE,TRUE,,,,0,48,,2,2016-09-02,,夫妻ep带小孩，小孩在新出生，来新4年，第二次申请,1,1485389160000,1485389160000,bbf23d92-f034-48ff-8b8a-7842ca0e6ef5,1
Jochow1015,,,,,,,,,3,FALSE,TRUE,FALSE,,4,,,,,,2016-09-28,,"Private Banker, son US passport, stay in Singapore 19 month. Apply with husband and son. Husband not employed in Singapore yet.",0,1485282900000,1485282900000,96326a8c-d29e-47c5-aaf9-4d385f82ffc5,1
oj,,,2,0,,,,,1,FALSE,FALSE,FALSE,1,,,,8,,,2016-08-02,2017-01-10,来新十年，NUS本科毕业，本地公司工作8个月申请,1,1484607180000,1484607180000,add49bfd-3294-4038-8db6-22fdb4b8c66d,1
Happy2,33,,3,0,7000,1,,,1,FALSE,FALSE,FALSE,,,未明,,72,,3,2016-03-30,2016-08-27,"年龄30，09年来新，985本科，NTU master, 在新时间master1年，工作6年，共7年。第三次申请。薪水7k+。",2,1484633520000,1484633520000,d9eda707-5da1-407e-b8bb-0295f442fbdd,1
bright,,,4,0,4000,,,,1,FALSE,FALSE,FALSE,,,,0,6,,,2016-04-08,2016-12-19,"$4000, EP, 本地PhD毕业6个月,8月初补交父母材料（要求在两周之内补齐，但邮戳显示这信过了一周才寄出来，差点没赶上）。求好运！",1,1484430660000,1484430660000,2bba3203-0285-41fe-b108-b9c78229ae33,1
brightsky,35,0,3,0,4000,1,0,1,2,FALSE,TRUE,FALSE,,10,IT,0,36,,,2016-09-03,2017-01-13,"夫妻国内985本科，男 12年来坡，13年NTU Msc毕业，IT工作3年多 4k+， 女 12年来坡，13年NUS Msc毕业，3k+, 希望早点拿到吧。 ///准备回家！",2,1484270340000,1484270340000,010b2e9d-46dc-448e-998c-898ae7a03207,1
Clannad,,,3,0,4000,1,,0,1,TRUE,FALSE,FALSE,,,,0,36,,3,2016-07-22,2016-07-22,"EP, Basic S$4K+, 本科国内985, 211, NUS master, 来新4年, 工作3年, 独生子女, Single, 3rd time app. 被拒收材料，说是距离上次被拒不到6个月，只能appeal..",2,1483817160000,1483817160000,80c2cfe4-ed08-4d33-82ce-55c228155515,1
Handsome,26,0,3,0,3000,5,,0,1,FALSE,TRUE,FALSE,,,,,24,,,2016-06-21,2017-01-06,Nationality: Malaysian Sex: Male Age: 26 years old Qualifications: 1. Bachelor Hons Engineering (Non-SG) 3. Master science Engineering (NUS) Duration in SG: 2 years Salary: SGD3000 Family members all stay in Singapore,1,1483813020000,1483813020000,f4194aa8-8588-4b3e-ab7b-5b6992df9eb0,1
Henry,34,,1,0,,0,,,1,FALSE,FALSE,FALSE,,,,1,12,,,2016-09-26,2017-01-04,"来新加坡14年，2002来新， 小中学都在这边，poly 毕业 拿SP准证工作了一年整申请PR, 公司不给写我的资料，不过我照样提交，每想到3个月就下来了。四面佛保佑，要去泰国还神了！！！！",1,1483668660000,1483668660000,4215c273-0f5b-497f-8529-3f6e18654633,1
KL81,35,1,3,0,5000,5,,0,1,FALSE,FALSE,FALSE,,6,教育,0,60,,,2016-06-23,2017-01-03,单身女子，35岁，来自马来西亚。澳洲多媒体设计学士，新加坡南洋理工大学资讯学硕士。硕士毕业以后曾获邀申请PR但没接受。五年前来新从事教育工作，是半个公务员。一直都是EP，月薪5K＋。等了将近7个月，PR获批。,1,1483385400000,1483385400000,1b6388bb-caec-4129-9441-b1de1ccae2c4,1
